purchase_id,item_id,supplier_id,purchase_date,quantity,total_cost
PUR00696,ITM0100,SUP010,2021-08-19 12:07:55.525489,22,38897.14
PUR00697,ITM0487,SUP030,2021-01-08 20:07:33.913570,201,329360.29
PUR00698,ITM0348,SUP047,2021-02-04 14:33:45.765886,173,460015.92
PUR00699,ITM0545,SUP003,2020-08-14 18:59:59.636436,143,116565.85
PUR00700,ITM0366,SUP038,2021-03-07 21:50:49.366806,146,372827.46
PUR00701,ITM0152,SUP029,2020-01-03 07:06:52.923702,267,539460.68
PUR00702,ITM0582,SUP025,2023-01-15 21:08:24.293801,34,58243.57
PUR00703,ITM0246,SUP046,2021-07-13 14:24:22.274640,83,136752.64
PUR00704,ITM0096,SUP004,2022-11-06 08:11:41.711373,48,4800.46
PUR00705,ITM0339,SUP047,2023-09-02 18:15:03.891045,296,778184.19
PUR00706,ITM0454,SUP005,2023-07-02 22:54:06.292851,187,549404.77
PUR00707,ITM0084,SUP006,2020-05-02 22:20:38.098206,297,602772.5
PUR00708,ITM0473,SUP019,2024-05-01 18:41:47.281971,204,356648.47
PUR00709,ITM0125,SUP018,2020-12-09 17:04:58.260218,49,111983.23
PUR00710,ITM0340,SUP052,2020-04-01 10:47:35.611692,118,168831.52
PUR00711,ITM0166,SUP038,2023-12-24 09:54:45.860103,183,97583.31
PUR00712,ITM0509,SUP036,2021-07-19 19:25:59.774701,92,63057.92
PUR00713,ITM0447,SUP012,2020-11-05 22:33:04.910913,271,780997.94
PUR00714,ITM0413,SUP024,2022-11-13 14:22:22.006990,132,22186.3
PUR00715,ITM0286,SUP057,2021-09-03 03:48:12.170614,136,218301.79
PUR00716,ITM0413,SUP030,2024-09-29 19:37:13.758750,127,22033.75
PUR00717,ITM0086,SUP056,2022-10-07 09:29:05.989469,231,53286.26
PUR00718,ITM0139,SUP014,2023-09-25 11:23:18.697964,212,519991.91
PUR00719,ITM0433,SUP039,2024-02-13 19:30:02.319203,224,355083.5
PUR00720,ITM0105,SUP002,2021-02-14 02:45:10.767844,10,9590.84
PUR00721,ITM0078,SUP058,2021-11-06 05:20:20.804991,80,151319.42
PUR00722,ITM0378,SUP034,2024-05-07 10:15:49.004883,112,21038.21
PUR00723,ITM0188,SUP058,2021-12-02 14:12:35.011034,282,210762.38
PUR00724,ITM0391,SUP053,2020-01-28 15:53:20.076974,278,324949.85
PUR00725,ITM0586,SUP020,2022-11-14 21:22:37.817931,58,117311.77
PUR00726,ITM0261,SUP036,2023-07-06 22:40:39.731827,252,698135.32
PUR00727,ITM0292,SUP052,2021-06-20 19:24:49.379312,167,382200.18
PUR00728,ITM0143,SUP023,2023-07-02 02:19:19.578910,181,203397.79
PUR00729,ITM0038,SUP035,2021-06-20 14:42:26.876863,2,1101.98
PUR00730,ITM0036,SUP034,2024-05-22 15:03:48.766599,196,325154.82
PUR00731,ITM0115,SUP021,2024-08-23 11:27:13.357503,59,145823.9
PUR00732,ITM0514,SUP038,2021-10-19 03:24:50.056765,57,86084.14
PUR00733,ITM0015,SUP046,2022-02-08 09:09:45.712781,200,89081.83
PUR00734,ITM0596,SUP008,2022-12-15 11:38:31.981862,108,283513.33
PUR00735,ITM0311,SUP043,2020-01-13 14:22:21.013667,140,352860.39
PUR00736,ITM0226,SUP051,2024-07-05 04:35:27.703591,201,236917.5
PUR00737,ITM0188,SUP030,2021-12-29 02:35:39.541317,75,52968.84
PUR00738,ITM0025,SUP047,2021-10-03 01:21:48.072275,237,650969.76
PUR00739,ITM0489,SUP020,2021-08-03 05:42:36.529894,1,137.4
PUR00740,ITM0240,SUP052,2020-08-15 10:17:23.457177,54,125850.56
PUR00741,ITM0393,SUP020,2021-09-15 21:01:29.658005,248,651096.81
PUR00742,ITM0177,SUP023,2021-07-14 13:43:28.794642,299,394365.01
PUR00743,ITM0374,SUP020,2021-07-02 23:42:20.503468,7,15736.88
PUR00744,ITM0261,SUP046,2022-12-16 03:21:08.544983,240,591417.39
PUR00745,ITM0236,SUP023,2021-11-07 14:39:02.097864,262,199903.55
PUR00746,ITM0462,SUP004,2021-06-21 05:01:12.597546,276,477453.27
PUR00747,ITM0510,SUP010,2021-03-25 00:14:56.621228,38,13920.81
PUR00748,ITM0069,SUP040,2022-05-16 19:15:59.121930,190,235937.79
PUR00749,ITM0251,SUP005,2020-12-26 03:13:08.437840,259,372036.46
PUR00750,ITM0566,SUP032,2024-01-25 12:15:17.058147,156,139129.97
PUR00751,ITM0330,SUP018,2023-01-31 13:46:41.442869,12,1689.66
PUR00752,ITM0496,SUP057,2024-10-18 10:00:25.273602,247,322437.07
PUR00753,ITM0574,SUP025,2020-04-10 00:15:00.186672,172,415288.84
PUR00754,ITM0349,SUP017,2024-04-15 23:35:33.672190,15,17113.24
PUR00755,ITM0016,SUP005,2020-11-11 06:14:01.039998,95,275986.92
PUR00756,ITM0209,SUP035,2023-03-28 18:08:21.347007,245,129205.35
PUR00757,ITM0043,SUP042,2020-08-03 09:08:58.043082,262,104955.5
PUR00758,ITM0592,SUP059,2020-06-14 05:13:45.089536,64,89934.01
PUR00759,ITM0394,SUP021,2020-08-07 15:43:22.732181,209,17907.77
PUR00760,ITM0380,SUP036,2023-11-29 09:37:05.160538,215,211942.1
PUR00761,ITM0307,SUP019,2023-08-05 21:22:47.222704,35,40624.86
PUR00762,ITM0007,SUP023,2021-05-09 06:05:05.229615,11,12328.41
PUR00763,ITM0022,SUP005,2021-01-24 07:52:27.396242,279,386778.41
PUR00764,ITM0536,SUP033,2022-11-14 02:53:00.417076,81,121439.96
PUR00765,ITM0382,SUP004,2023-10-24 18:14:23.585331,70,217292.1
PUR00766,ITM0360,SUP033,2020-02-16 22:52:59.688819,165,418311.84
PUR00767,ITM0298,SUP047,2024-09-06 18:28:09.362741,63,94399.91
PUR00768,ITM0150,SUP035,2021-05-29 20:41:38.148665,80,193146.7
PUR00769,ITM0163,SUP059,2020-12-11 06:51:13.427479,29,62156.97
PUR00770,ITM0116,SUP042,2022-04-23 20:02:59.591221,170,350325.3
PUR00771,ITM0183,SUP026,2020-08-28 05:25:58.283195,156,452649.81
PUR00772,ITM0131,SUP037,2024-12-27 10:57:02.103529,106,245266.38
PUR00773,ITM0367,SUP022,2023-04-01 06:05:43.233156,274,212732.49
PUR00774,ITM0275,SUP011,2022-04-04 00:38:59.422018,241,395278.81
PUR00775,ITM0426,SUP049,2022-12-09 19:59:24.083254,229,336387.41
PUR00776,ITM0509,SUP026,2023-01-25 04:09:13.070391,153,102383.68
PUR00777,ITM0328,SUP041,2024-09-10 02:18:35.273603,178,92228.04
PUR00778,ITM0390,SUP013,2022-10-01 10:24:55.565223,19,23786.64
PUR00779,ITM0271,SUP014,2022-06-03 07:38:58.782810,41,89705.6
PUR00780,ITM0069,SUP041,2023-01-14 05:31:47.878845,261,348929.93
PUR00781,ITM0457,SUP049,2020-06-30 18:18:18.183565,262,440923.78
PUR00782,ITM0346,SUP007,2022-05-27 18:56:17.738909,230,379433.81
PUR00783,ITM0480,SUP016,2024-11-10 12:16:06.434627,75,47563.56
PUR00784,ITM0256,SUP020,2023-04-14 08:20:33.526796,189,94595.16
PUR00785,ITM0385,SUP045,2021-06-08 07:28:30.120347,112,270735.39
PUR00786,ITM0147,SUP046,2020-04-09 00:36:47.360655,234,153180.96
PUR00787,ITM0527,SUP050,2023-08-13 05:42:38.794215,176,375075.93
PUR00788,ITM0339,SUP060,2024-01-16 03:38:33.429037,48,147097.5
PUR00789,ITM0177,SUP043,2021-04-06 09:36:06.982783,177,276922.49
PUR00790,ITM0082,SUP027,2021-02-16 11:59:31.921828,216,422074.7
PUR00791,ITM0051,SUP034,2022-05-05 11:42:55.215194,232,495609.34
PUR00792,ITM0267,SUP022,2023-05-29 17:17:40.697414,49,10304.89
PUR00793,ITM0491,SUP038,2023-05-10 05:13:56.464172,98,124304.61
PUR00794,ITM0516,SUP037,2024-01-14 08:29:44.977400,285,426907.85
PUR00795,ITM0492,SUP003,2022-05-17 11:49:17.190483,282,515554.57
PUR00796,ITM0448,SUP027,2022-07-19 03:02:53.238626,211,636119.18
PUR00797,ITM0257,SUP007,2021-07-13 09:18:03.060274,127,34202.7
PUR00798,ITM0009,SUP035,2024-12-05 00:02:20.973060,296,579431.93
PUR00799,ITM0321,SUP045,2021-10-29 18:52:31.096984,102,179771.83
PUR00800,ITM0372,SUP059,2020-03-21 16:36:08.095106,19,12227.17
PUR00801,ITM0323,SUP023,2022-10-18 00:19:23.880873,210,561522.54
PUR00802,ITM0343,SUP002,2022-03-01 05:00:20.302769,142,163961.24
PUR00803,ITM0257,SUP024,2023-04-03 10:01:04.314806,291,65906.42
PUR00804,ITM0148,SUP002,2022-09-25 00:43:27.498639,147,60204.95
PUR00805,ITM0192,SUP050,2022-10-18 00:14:19.857465,89,118778.36
PUR00806,ITM0124,SUP036,2020-05-19 23:36:48.535224,240,448379.16
PUR00807,ITM0204,SUP058,2022-11-09 02:06:31.536475,237,517096.73
PUR00808,ITM0337,SUP017,2024-05-21 07:03:58.201826,140,58032.73
PUR00809,ITM0085,SUP011,2024-02-03 09:34:15.709115,96,23058.38
PUR00810,ITM0472,SUP007,2021-04-19 12:42:26.430816,182,281340.16
PUR00811,ITM0407,SUP002,2022-06-17 06:28:29.348442,226,568754.11
PUR00812,ITM0535,SUP015,2024-11-22 10:33:13.114619,193,547074.53
PUR00813,ITM0120,SUP046,2021-09-14 17:05:44.327237,138,249213.3
PUR00814,ITM0056,SUP031,2021-01-30 15:48:03.006123,283,250109.68
PUR00815,ITM0401,SUP046,2020-05-24 00:44:39.801772,76,160845.68
PUR00816,ITM0514,SUP006,2020-09-26 14:45:42.761476,245,403648.22
PUR00817,ITM0362,SUP037,2024-09-04 02:35:09.055862,148,352700.9
PUR00818,ITM0033,SUP046,2022-05-03 09:10:21.584551,145,363095.46
PUR00819,ITM0271,SUP053,2022-05-27 05:45:19.311485,116,256457.02
PUR00820,ITM0362,SUP029,2022-02-25 21:04:23.253293,10,25339.27
PUR00821,ITM0444,SUP004,2021-11-24 08:25:54.218347,121,248074.61
PUR00822,ITM0470,SUP046,2022-11-06 13:55:04.406898,148,19113.73
PUR00823,ITM0148,SUP037,2022-12-24 02:35:41.225149,227,105848.85
PUR00824,ITM0471,SUP012,2021-11-05 23:18:47.174311,219,26567.63
PUR00825,ITM0543,SUP027,2020-06-02 09:15:58.837070,79,189853.87
PUR00826,ITM0258,SUP025,2023-12-04 16:40:02.457871,140,360081.83
PUR00827,ITM0269,SUP045,2020-04-18 22:13:45.093762,24,73184.12
PUR00828,ITM0352,SUP012,2023-12-16 18:49:37.393434,228,448549.41
PUR00829,ITM0369,SUP060,2020-10-03 02:51:44.726957,289,506326.49
PUR00830,ITM0400,SUP017,2023-02-05 15:01:14.186016,100,91041.26
PUR00831,ITM0025,SUP050,2024-05-30 08:33:48.107354,89,211038.13
PUR00832,ITM0512,SUP012,2020-09-30 10:09:07.609880,7,16437.51
PUR00833,ITM0332,SUP031,2022-04-08 15:08:19.234144,171,507820.65
PUR00834,ITM0540,SUP055,2021-03-15 22:43:09.395505,263,472968.33
PUR00835,ITM0105,SUP009,2022-01-11 23:58:09.510890,32,35161.54
PUR00836,ITM0460,SUP019,2022-01-19 18:11:40.927764,213,522199.95
PUR00837,ITM0499,SUP054,2022-01-11 06:04:08.470242,59,77005.27
PUR00838,ITM0438,SUP029,2023-05-22 13:46:40.706503,30,64557.11
PUR00839,ITM0186,SUP053,2020-01-15 10:18:41.431948,260,194289.03
PUR00840,ITM0369,SUP025,2022-10-13 11:59:33.657146,34,63818.55
PUR00841,ITM0144,SUP015,2023-02-09 17:01:39.002648,137,277655.78
PUR00842,ITM0074,SUP009,2022-01-17 21:57:54.649493,222,515224.73
PUR00843,ITM0500,SUP013,2023-06-19 12:46:54.596660,115,225534.42
PUR00844,ITM0091,SUP047,2024-01-22 03:15:08.498455,183,70516.1
PUR00845,ITM0052,SUP044,2021-08-01 17:24:40.468199,247,421898.27
PUR00846,ITM0016,SUP042,2021-11-08 17:34:12.690948,29,85832.65
PUR00847,ITM0138,SUP003,2020-05-14 10:37:48.147086,179,155939.2
PUR00848,ITM0189,SUP058,2020-07-23 23:46:13.038842,278,284872.89
PUR00849,ITM0527,SUP010,2023-09-01 20:43:04.576493,276,571967.16
PUR00850,ITM0129,SUP018,2023-11-02 20:56:46.703790,293,391547.13
PUR00851,ITM0114,SUP010,2021-08-03 20:30:14.504496,128,237746.29
PUR00852,ITM0087,SUP036,2022-11-28 18:00:52.431746,233,331434.32
PUR00853,ITM0226,SUP060,2022-07-30 01:56:04.606486,73,89357.91
PUR00854,ITM0124,SUP028,2024-12-07 17:31:11.191288,214,421075.25
PUR00855,ITM0129,SUP057,2023-04-30 21:13:36.288073,208,319088.68
PUR00856,ITM0345,SUP003,2022-08-21 07:58:18.553479,62,18524.74
PUR00857,ITM0294,SUP020,2020-06-19 11:36:57.379128,252,74876.04
PUR00858,ITM0464,SUP018,2021-09-28 23:54:39.545893,44,10959.49
PUR00859,ITM0553,SUP049,2020-01-30 02:32:01.196557,279,317063.57
PUR00860,ITM0140,SUP037,2024-07-10 14:30:01.172817,11,16687.89
PUR00861,ITM0448,SUP020,2023-03-12 04:29:42.706153,182,541094.41
PUR00862,ITM0138,SUP010,2021-07-13 17:32:11.977650,183,140626.18
PUR00863,ITM0504,SUP034,2024-07-02 00:48:24.219705,61,147976.45
PUR00864,ITM0455,SUP022,2023-07-11 23:21:43.048227,180,517842.91
PUR00865,ITM0326,SUP021,2021-10-10 00:18:19.491727,123,144872.19
PUR00866,ITM0557,SUP033,2022-01-05 17:52:51.579656,22,19240.36
PUR00867,ITM0313,SUP016,2020-12-02 12:17:25.400953,3,6776.21
PUR00868,ITM0552,SUP042,2024-12-21 03:41:42.404582,239,435798.03
PUR00869,ITM0293,SUP035,2022-07-14 03:21:22.596477,204,66955.16
PUR00870,ITM0580,SUP036,2021-08-10 00:20:11.233380,246,718530.03
PUR00871,ITM0377,SUP001,2023-03-26 09:49:46.008422,186,167452.49
PUR00872,ITM0301,SUP060,2021-06-21 22:24:48.398717,171,425754.31
PUR00873,ITM0287,SUP012,2023-09-02 12:11:50.282582,61,90131.04
PUR00874,ITM0293,SUP013,2023-11-13 19:08:51.004393,53,15661.11
PUR00875,ITM0114,SUP059,2021-07-01 09:50:31.055118,161,307726.9
PUR00876,ITM0555,SUP008,2021-05-27 09:40:38.131119,224,538208.99
PUR00877,ITM0085,SUP051,2021-02-16 17:19:07.628366,25,5799.68
PUR00878,ITM0099,SUP031,2021-07-12 05:11:44.959158,122,264343.26
PUR00879,ITM0199,SUP005,2023-10-22 22:59:16.772072,186,569956.36
PUR00880,ITM0541,SUP044,2024-04-19 23:20:03.309126,66,119556.9
PUR00881,ITM0512,SUP051,2022-11-22 11:02:16.272416,207,427636.91
PUR00882,ITM0139,SUP036,2023-06-19 20:18:45.521045,269,620715.27
PUR00883,ITM0498,SUP047,2022-07-11 08:43:35.969724,15,27539.68
PUR00884,ITM0289,SUP025,2022-05-15 06:35:28.367118,6,9268.94
PUR00885,ITM0437,SUP045,2024-07-16 12:46:15.351363,253,458760.69
PUR00886,ITM0529,SUP013,2024-06-29 11:48:47.387861,85,26653.16
PUR00887,ITM0513,SUP035,2023-07-25 06:43:58.771332,42,40007.05
PUR00888,ITM0184,SUP032,2022-09-14 17:42:11.664523,218,233139.88
PUR00889,ITM0023,SUP008,2023-11-25 20:38:44.248456,163,98555.23
PUR00890,ITM0519,SUP022,2022-07-26 15:59:04.603268,237,738690.81
PUR00891,ITM0334,SUP006,2024-10-20 23:36:28.605902,82,177584.18
PUR00892,ITM0492,SUP049,2024-09-14 22:40:25.281445,262,521974.54
PUR00893,ITM0565,SUP060,2024-12-23 05:29:29.617594,78,94981.4
PUR00894,ITM0462,SUP011,2024-03-13 21:59:09.196142,299,504555.2
PUR00895,ITM0194,SUP007,2020-06-28 09:43:28.340151,148,27489.72
PUR00896,ITM0253,SUP015,2022-11-26 17:24:21.962518,109,243895.4
PUR00897,ITM0209,SUP004,2020-08-08 12:07:19.969006,48,27345.56
PUR00898,ITM0074,SUP040,2021-10-29 20:01:25.535152,155,338631.41
PUR00899,ITM0437,SUP057,2023-07-06 03:37:23.098487,76,138025.01
PUR00900,ITM0517,SUP034,2021-12-25 12:07:14.075297,129,219254.67
PUR00901,ITM0357,SUP056,2023-07-03 09:57:38.654653,119,270412.52
PUR00902,ITM0366,SUP043,2020-09-20 09:23:12.876615,270,712832.91
PUR00903,ITM0122,SUP040,2022-10-21 12:52:46.861412,10,4750.38
PUR00904,ITM0448,SUP022,2022-12-13 15:09:44.472283,223,641463.35
PUR00905,ITM0149,SUP030,2022-10-13 11:42:04.083429,65,25443.93
PUR00906,ITM0388,SUP019,2021-12-27 20:13:34.233278,178,122309.32
PUR00907,ITM0345,SUP037,2021-03-31 22:36:08.550660,177,61199.02
PUR00908,ITM0489,SUP050,2021-01-29 17:08:11.939827,32,3805.53
PUR00909,ITM0547,SUP038,2023-08-20 10:35:58.183564,65,96785.05
PUR00910,ITM0035,SUP030,2024-06-12 22:49:40.461554,26,78458.21
PUR00911,ITM0167,SUP032,2020-06-10 15:59:13.138531,197,493522.8
PUR00912,ITM0077,SUP019,2024-07-30 13:45:40.802692,230,280621.51
PUR00913,ITM0377,SUP052,2022-08-17 02:37:01.161144,65,61590.34
PUR00914,ITM0428,SUP025,2020-09-14 20:08:15.702957,241,437890.79
PUR00915,ITM0307,SUP058,2022-01-08 20:29:47.287386,292,309931.48
PUR00916,ITM0248,SUP037,2021-04-17 09:55:52.946526,152,428836.34
PUR00917,ITM0294,SUP045,2024-01-10 13:52:02.816826,183,54574.24
PUR00918,ITM0554,SUP023,2024-01-26 10:19:36.360889,89,193026.2
PUR00919,ITM0173,SUP012,2024-09-12 03:53:33.554183,264,96491.43
PUR00920,ITM0030,SUP009,2020-04-07 02:29:01.860552,189,395416.01
PUR00921,ITM0163,SUP037,2024-08-03 22:49:53.299753,27,55314.83
PUR00922,ITM0028,SUP017,2023-07-22 01:35:08.317561,251,170411.51
PUR00923,ITM0425,SUP050,2024-04-29 02:19:41.950765,191,330140.26
PUR00924,ITM0362,SUP035,2023-12-31 04:36:55.007562,128,325106.29
PUR00925,ITM0173,SUP051,2021-11-28 19:56:15.737608,144,45693.25
PUR00926,ITM0304,SUP047,2020-07-09 02:19:55.533172,158,467721.07
PUR00927,ITM0326,SUP049,2022-04-14 04:32:57.861171,229,242933.62
PUR00928,ITM0304,SUP041,2020-04-20 21:46:51.213980,32,94144.99
PUR00929,ITM0587,SUP030,2023-03-09 10:46:12.124772,79,83507.35
PUR00930,ITM0123,SUP057,2020-10-30 21:57:34.748219,277,89642.13
PUR00931,ITM0080,SUP060,2023-06-15 00:59:30.586546,56,161733.06
PUR00932,ITM0421,SUP004,2024-05-07 19:10:11.962762,54,126406.16
PUR00933,ITM0393,SUP041,2023-02-01 20:28:19.315104,20,50185.4
PUR00934,ITM0259,SUP004,2023-01-08 04:33:38.679425,202,560874.37
PUR00935,ITM0437,SUP024,2020-10-21 00:42:24.605417,223,432994.93
PUR00936,ITM0117,SUP003,2020-02-10 00:34:40.042126,129,54583.15
PUR00937,ITM0168,SUP009,2020-06-15 03:31:12.728240,146,212677.08
PUR00938,ITM0529,SUP011,2023-11-02 15:54:52.435668,228,65179.32
PUR00939,ITM0382,SUP032,2021-05-23 06:28:56.894427,128,392686.87
PUR00940,ITM0364,SUP043,2020-02-27 04:56:48.155022,141,357406.86
PUR00941,ITM0011,SUP052,2024-02-12 23:19:30.562295,288,243833.15
PUR00942,ITM0061,SUP040,2022-03-01 02:07:27.880817,70,100801.56
PUR00943,ITM0386,SUP029,2021-05-30 11:37:27.676576,161,486610.39
PUR00944,ITM0245,SUP034,2021-06-26 12:36:56.872931,3,5793.0
PUR00945,ITM0070,SUP048,2024-09-15 02:06:29.366808,12,2846.59
PUR00946,ITM0329,SUP055,2020-01-01 04:38:41.953634,289,98377.47
PUR00947,ITM0384,SUP034,2023-12-28 02:35:10.312491,27,14372.56
PUR00948,ITM0169,SUP021,2023-02-01 03:14:23.458393,13,34120.74
PUR00949,ITM0232,SUP025,2021-02-20 07:08:24.407012,123,173451.62
PUR00950,ITM0094,SUP021,2020-08-21 12:58:09.366370,203,505724.52
PUR00951,ITM0459,SUP020,2020-08-25 09:01:11.916068,254,539308.9
PUR00952,ITM0519,SUP024,2022-04-16 23:26:12.566934,203,573507.06
PUR00953,ITM0594,SUP005,2021-07-06 09:54:48.199725,164,361596.4
PUR00954,ITM0136,SUP041,2024-01-25 17:28:56.878933,186,443443.67
PUR00955,ITM0591,SUP057,2021-02-13 21:13:13.836062,122,368649.92
PUR00956,ITM0442,SUP002,2021-10-04 22:23:39.401294,179,511653.61
PUR00957,ITM0522,SUP058,2024-06-16 09:24:08.446338,132,190083.58
PUR00958,ITM0110,SUP009,2022-01-31 20:01:41.002664,18,18178.26
PUR00959,ITM0194,SUP043,2023-06-05 19:58:06.225447,18,3604.73
PUR00960,ITM0150,SUP008,2024-01-31 09:19:07.786338,6,14403.33
PUR00961,ITM0226,SUP032,2021-08-05 01:45:32.430927,187,227602.93
PUR00962,ITM0323,SUP058,2022-09-09 22:31:25.952680,191,471259.54
PUR00963,ITM0260,SUP007,2022-10-22 06:27:10.998726,43,84190.05
PUR00964,ITM0069,SUP038,2024-01-18 22:26:59.830483,250,294163.78
PUR00965,ITM0309,SUP020,2024-08-22 19:59:25.517966,197,48567.72
PUR00966,ITM0383,SUP059,2020-02-23 00:39:08.689153,203,360517.15
PUR00967,ITM0485,SUP047,2022-04-29 17:06:55.251715,265,663599.78
PUR00968,ITM0183,SUP015,2023-01-05 03:39:12.313233,267,797170.99
PUR00969,ITM0559,SUP039,2023-05-29 18:06:05.742883,189,169836.28
PUR00970,ITM0444,SUP028,2021-06-04 19:24:44.602590,273,580628.12
PUR00971,ITM0579,SUP031,2021-01-01 04:11:37.533519,178,10409.34
PUR00972,ITM0514,SUP060,2024-07-05 11:39:52.839529,90,153584.29
PUR00973,ITM0395,SUP022,2024-08-23 11:15:42.876664,270,590345.65
PUR00974,ITM0101,SUP040,2021-09-15 14:45:25.583066,39,22040.84
PUR00975,ITM0141,SUP049,2021-04-07 09:17:56.335893,120,208445.32
PUR00976,ITM0168,SUP051,2020-11-10 14:29:56.142382,55,96654.18
PUR00977,ITM0390,SUP024,2021-12-15 04:33:08.409857,240,256032.69
PUR00978,ITM0524,SUP034,2024-09-18 19:15:30.524482,265,348630.0
PUR00979,ITM0487,SUP009,2023-05-06 04:01:40.001432,191,322407.52
PUR00980,ITM0555,SUP002,2020-07-28 18:45:18.932252,283,728632.47
PUR00981,ITM0072,SUP045,2024-05-14 15:58:53.144495,163,231477.38
PUR00982,ITM0329,SUP025,2024-01-15 23:27:27.535144,245,94419.9
PUR00983,ITM0516,SUP012,2024-11-28 08:01:04.606646,214,290440.61
PUR00984,ITM0165,SUP055,2022-04-23 10:28:40.962357,286,755925.31
PUR00985,ITM0032,SUP004,2020-01-07 18:44:34.261835,90,41272.8
PUR00986,ITM0185,SUP051,2020-08-01 22:26:38.184651,167,446343.09
PUR00987,ITM0140,SUP040,2023-04-14 23:26:42.129393,180,236278.73
PUR00988,ITM0287,SUP058,2020-06-17 02:41:44.460584,104,146019.6
PUR00989,ITM0495,SUP013,2022-11-11 04:55:24.209805,58,66748.52
PUR00990,ITM0363,SUP029,2022-07-11 17:04:51.243023,204,121187.46
PUR00991,ITM0423,SUP032,2024-03-11 23:04:26.564234,126,165052.12
PUR00992,ITM0575,SUP027,2024-07-17 13:14:55.817685,157,258537.98
PUR00993,ITM0240,SUP030,2024-11-04 08:17:55.830369,255,574296.12
PUR00994,ITM0311,SUP046,2022-12-31 08:59:06.236375,28,68013.42
PUR00995,ITM0219,SUP039,2024-07-13 08:34:31.297934,211,440292.38
PUR00996,ITM0395,SUP058,2022-11-26 05:32:44.025621,266,497032.42
PUR00997,ITM0353,SUP060,2023-03-18 04:41:00.371718,267,650525.13
PUR00998,ITM0241,SUP001,2021-10-10 05:26:21.248787,254,412149.36
PUR00999,ITM0210,SUP011,2024-12-13 18:32:46.449284,188,552335.2
PUR01000,ITM0532,SUP023,2022-08-08 01:25:00.228628,30,86314.74
PUR01001,ITM0096,SUP049,2022-08-02 02:50:56.618578,188,20791.8
PUR01002,ITM0357,SUP017,2022-08-12 14:39:11.244760,284,606098.9
PUR01003,ITM0027,SUP015,2020-08-25 08:12:52.770789,276,136037.64
PUR01004,ITM0294,SUP027,2021-11-12 00:57:09.171827,187,51909.93
PUR01005,ITM0343,SUP053,2024-03-23 07:06:06.775815,133,168383.73
PUR01006,ITM0354,SUP010,2023-07-05 12:02:33.172889,30,53340.16
PUR01007,ITM0076,SUP016,2024-06-10 07:13:21.963136,161,357260.84
PUR01008,ITM0231,SUP037,2023-11-02 13:29:11.642212,138,111309.19
PUR01009,ITM0380,SUP028,2020-04-14 14:45:27.530917,66,62637.28
PUR01010,ITM0042,SUP002,2023-04-03 14:55:53.865225,222,444609.58
PUR01011,ITM0415,SUP039,2023-04-09 20:55:08.608272,188,146900.96
PUR01012,ITM0233,SUP035,2024-10-04 11:06:20.281344,37,91446.99
PUR01013,ITM0525,SUP015,2020-10-25 23:49:24.838673,206,324011.45
PUR01014,ITM0548,SUP059,2024-01-13 00:55:19.942973,57,19297.35
PUR01015,ITM0075,SUP011,2022-07-14 19:18:11.140801,67,71931.16
PUR01016,ITM0304,SUP033,2020-08-11 08:22:36.188313,28,72862.51
PUR01017,ITM0250,SUP055,2020-05-12 20:00:24.501754,142,193656.51
PUR01018,ITM0404,SUP016,2020-07-12 13:18:56.443473,139,351873.33
PUR01019,ITM0531,SUP011,2022-07-28 06:07:41.772128,232,342316.84
PUR01020,ITM0478,SUP020,2021-09-12 18:50:32.486528,107,56108.03
PUR01021,ITM0390,SUP052,2023-11-01 17:33:43.548788,137,163878.8
PUR01022,ITM0209,SUP019,2022-01-06 09:43:30.247955,164,96304.56
PUR01023,ITM0466,SUP039,2024-06-22 12:08:52.520942,147,72431.62
PUR01024,ITM0402,SUP050,2024-12-04 02:34:53.908306,273,189347.87
PUR01025,ITM0204,SUP023,2024-05-08 14:07:59.817222,179,438679.6
PUR01026,ITM0298,SUP060,2021-02-23 04:42:46.868651,87,149609.16
PUR01027,ITM0572,SUP010,2022-09-09 03:02:22.399848,76,147196.35
PUR01028,ITM0256,SUP008,2020-06-10 14:09:14.773032,78,43050.83
PUR01029,ITM0056,SUP002,2021-11-15 09:09:23.064772,58,45319.54
PUR01030,ITM0259,SUP056,2022-10-27 07:58:27.308772,223,583440.02
PUR01031,ITM0495,SUP007,2021-04-28 17:19:11.795583,203,236058.43
PUR01032,ITM0466,SUP026,2020-08-28 06:10:18.646700,62,33553.26
PUR01033,ITM0043,SUP040,2021-12-15 13:04:05.836320,143,56582.23
PUR01034,ITM0412,SUP019,2022-05-17 17:55:41.629169,67,65361.12
PUR01035,ITM0137,SUP006,2020-08-01 02:31:16.639470,126,175757.05
PUR01036,ITM0340,SUP033,2023-01-06 23:00:56.590643,145,221875.84
PUR01037,ITM0274,SUP055,2020-03-22 18:27:02.077182,203,132010.97
PUR01038,ITM0345,SUP011,2020-12-19 23:16:51.235572,253,80358.97
PUR01039,ITM0021,SUP052,2020-12-09 15:06:31.709189,110,199678.04
PUR01040,ITM0154,SUP036,2024-06-01 20:41:26.602781,148,306402.07
PUR01041,ITM0535,SUP012,2021-11-22 14:25:25.010127,127,355564.74
PUR01042,ITM0501,SUP028,2020-09-28 22:46:19.542546,121,232473.61
PUR01043,ITM0181,SUP009,2023-11-28 10:37:30.168742,31,50378.52
PUR01044,ITM0507,SUP023,2022-03-26 02:50:47.133932,273,793705.02
